,location,total_sqft,bath,price,bhk
2707,Nagarbhavi,1055.0,2.0,55.0,2
3333,Nagarbhavi,1223.0,2.0,60.0,2
3392,Nagarbhavi,956.0,2.0,49.0,2
4197,Nagarbhavi,1200.0,2.0,150.0,2
4499,Nagarbhavi,1145.0,2.0,40.0,2
4853,Nagarbhavi,300.0,1.0,20.0,1
5164,Nagarbhavi,1250.0,3.0,175.0,4
5221,Nagarbhavi,710.0,2.0,40.0,1
5447,Nagarbhavi,1212.0,2.0,50.0,2
5460,Nagarbhavi,1020.0,2.0,55.0,2
5579,Nagarbhavi,1120.0,2.0,53.0,2
6235,Nagarbhavi,1146.0,2.0,50.0,2
7062,Nagarbhavi,1190.0,2.0,63.0,2
7511,Nagarbhavi,1050.0,2.0,80.0,2
8081,Nagarbhavi,2500.0,3.0,180.0,5
11086,Nagarbhavi,1250.0,3.0,170.0,2
11965,Nagarbhavi,1400.0,2.0,135.0,3
12339,Nagarbhavi,1100.0,2.0,46.2,2
12658,Nagarbhavi,1080.0,2.0,49.0,2
12743,Nagarbhavi,1800.0,3.0,180.0,4
13139,Nagarbhavi,1225.0,2.0,58.0,2
199,Nagasandra,980.0,2.0,48.0,2
8302,Nagasandra,2400.0,4.0,145.0,4
11366,Nagasandra,7000.0,8.0,450.0,4
11436,Nagasandra,1650.0,3.0,95.0,3
12244,Nagasandra,1500.0,2.0,91.0,2
177,Nagavara,400.0,1.0,14.0,1
1976,Nagavara,2172.65,3.0,120.0,4
2599,Nagavara,2319.0,3.0,180.0,3
3104,Nagavara,2430.0,4.0,180.0,3
6720,Nagavara,936.0,2.0,40.2,2
7530,Nagavara,1125.0,2.0,44.5,2
7943,Nagavara,1315.0,2.0,70.0,2
8479,Nagavara,1077.0,2.0,50.0,2
8678,Nagavara,2496.0,4.0,125.0,4
9893,Nagavara,1110.0,2.0,44.95,2
11335,Nagavara,1247.0,2.0,58.56,2
3034,Nagavarapalya,1392.0,2.0,99.0,2
4557,Nagavarapalya,705.0,1.0,52.5,1
4608,Nagavarapalya,1300.0,3.0,80.0,3
4766,Nagavarapalya,705.0,1.0,57.0,1
6018,Nagavarapalya,705.0,1.0,55.0,1
6879,Nagavarapalya,705.0,1.0,57.0,1
9353,Nagavarapalya,1335.0,2.0,110.0,2
12057,Nagavarapalya,1260.0,2.0,85.5,2
360,Narayanapura,1308.0,2.0,89.04,2
818,Narayanapura,1566.0,3.0,83.3,3
3545,Narayanapura,1485.0,3.0,85.0,3
3833,Narayanapura,1302.0,2.0,69.1,2
7688,Narayanapura,1308.0,2.0,89.04,2
8752,Narayanapura,2357.0,3.0,135.0,3
9561,Narayanapura,2357.0,3.0,135.0,3
10861,Narayanapura,1469.0,2.0,99.14,2
1159,Neeladri Nagar,1053.0,2.0,45.0,2
1430,Neeladri Nagar,1363.0,2.0,68.0,2
2320,Neeladri Nagar,2556.0,3.0,133.0,3
2702,Neeladri Nagar,674.0,1.0,21.0,1
2841,Neeladri Nagar,527.0,1.0,26.0,1
3190,Neeladri Nagar,1167.0,2.0,38.0,3
4090,Neeladri Nagar,1060.0,2.0,35.0,2
4698,Neeladri Nagar,640.0,1.0,20.5,1
8636,Neeladri Nagar,4000.0,12.0,160.0,10
11699,Neeladri Nagar,1105.0,2.0,30.0,2
12410,Neeladri Nagar,1100.0,2.0,30.0,2
13283,Neeladri Nagar,2111.0,3.0,103.0,3
2194,Nehru Nagar,1775.0,3.0,110.0,3
3413,Nehru Nagar,2363.0,5.0,120.0,4
4174,Nehru Nagar,2342.0,3.0,115.0,4
7269,Nehru Nagar,967.0,2.0,41.1,2
7635,Nehru Nagar,1374.0,3.0,72.0,3
8129,Nehru Nagar,1674.0,3.0,90.0,3
11106,Nehru Nagar,1269.0,2.0,63.0,3
12939,Nehru Nagar,1100.0,2.0,50.0,2
13060,Nehru Nagar,1674.0,3.0,81.0,3
249,OMBR Layout,2420.0,3.0,185.0,3
1219,OMBR Layout,1078.0,2.0,65.0,2
1833,OMBR Layout,1101.0,2.0,65.5,2
1879,OMBR Layout,1041.0,2.0,65.5,2
2842,OMBR Layout,1300.0,2.0,80.0,2
5515,OMBR Layout,1085.0,2.0,64.0,2
6625,OMBR Layout,1855.0,3.0,145.0,3
6705,OMBR Layout,1050.0,2.0,48.0,2
8534,OMBR Layout,1165.0,2.0,88.5,2
8906,OMBR Layout,1101.0,2.0,66.0,2
9507,OMBR Layout,3400.0,4.0,275.0,4
6,Old Airport Road,2732.0,4.0,204.0,4
1302,Old Airport Road,3356.0,4.0,251.0,4
1312,Old Airport Road,1206.0,2.0,75.0,2
1771,Old Airport Road,2774.0,4.0,207.0,4
1828,Old Airport Road,2690.0,4.0,191.0,4
1889,Old Airport Road,2690.0,4.0,199.0,4
2818,Old Airport Road,1655.0,2.0,97.65,2
3203,Old Airport Road,1075.0,2.0,60.0,2
3757,Old Airport Road,1858.0,2.0,167.0,3
3840,Old Airport Road,1150.0,2.0,90.0,2
3861,Old Airport Road,2690.0,4.0,191.0,4
4904,Old Airport Road,2658.0,5.0,187.0,4
5243,Old Airport Road,946.0,2.0,58.0,2
5288,Old Airport Road,2774.0,4.0,208.0,4
5769,Old Airport Road,2774.0,4.0,208.0,4
6531,Old Airport Road,3200.0,4.0,280.0,4
7546,Old Airport Road,2690.0,4.0,201.0,4
8686,Old Airport Road,1145.0,2.0,75.0,2
9224,Old Airport Road,2732.0,4.0,194.0,4
9505,Old Airport Road,2658.0,5.0,189.0,4
9574,Old Airport Road,2774.0,4.0,197.0,4
9612,Old Airport Road,3496.0,4.0,262.0,4
9874,Old Airport Road,2774.0,4.0,197.0,4
11082,Old Airport Road,2732.0,4.0,204.0,4
11199,Old Airport Road,1798.0,3.0,150.0,3
11305,Old Airport Road,2774.0,4.0,208.0,4
11339,Old Airport Road,1184.0,2.0,78.0,2
12385,Old Airport Road,3504.0,4.0,262.0,4
12621,Old Airport Road,1055.0,2.0,75.0,2
285,Old Madras Road,1425.0,2.0,94.0,3
1683,Old Madras Road,3715.0,6.0,224.5,4
2253,Old Madras Road,935.0,2.0,45.0,2
2316,Old Madras Road,1720.0,3.0,100.0,3
2493,Old Madras Road,1200.0,2.0,72.0,2
2793,Old Madras Road,1225.0,2.0,53.55,2
2861,Old Madras Road,1100.0,2.0,70.0,2
3751,Old Madras Road,2760.0,5.0,157.0,3
4217,Old Madras Road,1171.0,2.0,75.0,2
4955,Old Madras Road,935.0,2.0,45.0,2
5037,Old Madras Road,4500.0,7.0,294.0,5
5514,Old Madras Road,1065.0,2.0,47.86,2
5742,Old Madras Road,2010.0,3.0,125.0,4
6296,Old Madras Road,1480.0,2.0,84.0,3
6426,Old Madras Road,2990.0,5.0,210.0,3
6699,Old Madras Road,1210.0,2.0,74.0,2
6945,Old Madras Road,1171.0,2.0,72.0,2
7407,Old Madras Road,1480.0,3.0,95.0,3
7628,Old Madras Road,1210.0,2.0,80.0,2
7674,Old Madras Road,1859.0,3.0,121.0,3
7740,Old Madras Road,2990.0,5.0,173.0,3
8363,Old Madras Road,2300.0,3.0,142.0,3
9349,Old Madras Road,1210.0,2.0,80.0,2
9547,Old Madras Road,1210.0,2.0,77.0,2
10050,Old Madras Road,5020.0,7.0,287.0,5
10750,Old Madras Road,1330.0,2.0,74.0,2
10991,Old Madras Road,1720.0,3.0,106.0,3
11176,Old Madras Road,2640.0,5.0,150.0,3
11246,Old Madras Road,2990.0,3.0,170.0,3
11718,Old Madras Road,1171.0,2.0,73.0,2
12142,Old Madras Road,1630.0,3.0,110.0,3
12297,Old Madras Road,1165.0,2.0,52.0,2
12527,Old Madras Road,2640.0,2.0,170.0,2
12845,Old Madras Road,1165.0,2.0,51.42,2
463,Padmanabhanagar,1020.0,2.0,63.0,2
806,Padmanabhanagar,1176.0,2.0,62.0,2
1836,Padmanabhanagar,1258.0,2.0,115.0,2
2408,Padmanabhanagar,1100.0,2.0,65.0,2
2429,Padmanabhanagar,3400.0,3.0,210.0,4
4721,Padmanabhanagar,4500.0,4.0,360.0,3
5838,Padmanabhanagar,1200.0,2.0,60.0,2
6916,Padmanabhanagar,1000.0,1.0,90.0,2
7164,Padmanabhanagar,1067.0,2.0,52.0,2
10957,Padmanabhanagar,1100.0,2.0,60.0,2
11392,Padmanabhanagar,2051.0,3.0,180.0,3
12418,Padmanabhanagar,2051.0,3.0,170.0,3
1272,Pai Layout,1006.0,2.0,35.0,2
2534,Pai Layout,1550.0,2.0,90.0,3
2729,Pai Layout,1050.0,2.0,40.0,2
3061,Pai Layout,1400.0,2.0,67.0,3
3788,Pai Layout,1100.0,2.0,50.0,2
3988,Pai Layout,1255.0,2.0,80.0,2
4471,Pai Layout,1075.0,2.0,35.0,2
6517,Pai Layout,1400.0,2.0,57.5,2
6901,Pai Layout,1175.0,2.0,60.0,2
7223,Pai Layout,810.0,2.0,34.5,2
8735,Pai Layout,1000.0,2.0,34.0,2
10716,Pai Layout,1000.0,2.0,42.0,2
11471,Pai Layout,3800.0,6.0,175.0,6
12318,Pai Layout,1068.0,2.0,48.0,2
12863,Pai Layout,1510.0,2.0,65.0,3
207,Panathur,1359.0,2.0,87.0,2
310,Panathur,1438.0,2.0,100.0,2
732,Panathur,1688.0,3.0,118.0,3
1160,Panathur,1198.0,2.0,77.0,2
1469,Panathur,1180.0,2.0,70.0,2
2063,Panathur,1546.0,3.0,99.0,3
4017,Panathur,1000.0,2.0,65.3,2
4245,Panathur,1109.0,2.0,63.0,2
4418,Panathur,1000.0,2.0,68.0,2
4856,Panathur,1255.0,2.0,79.0,2
5252,Panathur,1205.0,2.0,62.9,2
5535,Panathur,1198.0,2.0,82.0,2
5725,Panathur,1235.0,2.0,65.0,2
6835,Panathur,1210.0,2.0,80.0,2
7574,Panathur,1210.0,2.0,77.0,2
8069,Panathur,661.0,1.0,40.0,1
8778,Panathur,1210.0,2.0,78.0,2
9552,Panathur,1050.0,2.0,60.0,2
9890,Panathur,1398.0,2.0,97.0,2
9922,Panathur,1065.0,2.0,58.0,2
9966,Panathur,1007.0,2.0,64.0,2
10216,Panathur,1210.0,2.0,77.93,2
10402,Panathur,1230.0,2.0,80.0,2
10866,Panathur,980.0,2.0,57.0,2
11893,Panathur,1075.0,2.0,60.0,2
12119,Panathur,1210.0,2.0,69.0,2
12147,Panathur,1343.0,2.0,76.0,2
1570,Parappana Agrahara,1194.0,2.0,47.0,2
2971,Parappana Agrahara,1194.0,2.0,47.0,2
3003,Parappana Agrahara,1194.0,2.0,46.0,2
4306,Parappana Agrahara,1194.0,2.0,47.0,2
6560,Parappana Agrahara,1194.0,2.0,46.0,2
6749,Parappana Agrahara,1194.0,2.0,47.0,2
8520,Parappana Agrahara,1194.0,2.0,47.0,2
9525,Parappana Agrahara,1092.0,2.0,43.0,2
9669,Parappana Agrahara,1194.0,2.0,45.0,2
10651,Parappana Agrahara,1200.0,1.0,45.0,1
12099,Parappana Agrahara,1194.0,2.0,46.0,2
12110,Parappana Agrahara,1194.0,2.0,47.0,2
12141,Parappana Agrahara,1194.0,2.0,47.0,2
12431,Parappana Agrahara,1194.0,2.0,46.0,2
12478,Parappana Agrahara,1194.0,2.0,46.0,2
191,Pattandur Agrahara,1550.0,2.0,80.0,3
1009,Pattandur Agrahara,1025.0,2.0,44.5,2
3271,Pattandur Agrahara,1247.0,2.0,59.8,2
4321,Pattandur Agrahara,900.0,2.0,42.0,2
4870,Pattandur Agrahara,1302.0,2.0,66.0,2
8283,Pattandur Agrahara,1550.0,2.0,80.0,3
8572,Pattandur Agrahara,1247.0,2.0,62.35,2
11041,Pattandur Agrahara,1350.0,2.0,68.0,2
1399,Poorna Pragna Layout,920.0,2.0,39.55,2
2921,Poorna Pragna Layout,1160.0,2.0,46.39,2
4272,Poorna Pragna Layout,965.0,2.0,48.0,2
7463,Poorna Pragna Layout,1160.0,2.0,46.39,2
8365,Poorna Pragna Layout,1160.0,2.0,46.39,2
11941,Poorna Pragna Layout,960.0,2.0,50.0,2
1745,Prithvi Layout,2028.0,4.0,162.0,4
2139,Prithvi Layout,1352.0,2.0,87.5,2
2189,Prithvi Layout,1190.0,2.0,68.0,2
2523,Prithvi Layout,1352.0,2.0,85.0,2
4081,Prithvi Layout,1352.0,2.0,75.0,2
5699,Prithvi Layout,2273.0,4.0,220.0,3
7220,Prithvi Layout,1352.0,3.0,93.0,2
7887,Prithvi Layout,2273.0,4.0,192.0,3
9143,Prithvi Layout,1352.0,2.0,72.0,2
1714,R.T. Nagar,1200.0,2.0,120.0,2
2342,R.T. Nagar,1040.0,2.0,46.0,2
3502,R.T. Nagar,1200.0,2.0,45.0,2
4746,R.T. Nagar,1235.0,2.0,65.0,2
5152,R.T. Nagar,1140.0,3.0,130.0,3
5675,R.T. Nagar,970.0,2.0,55.0,2
6072,R.T. Nagar,1560.0,3.0,125.0,3
6849,R.T. Nagar,1200.0,2.0,60.0,2
7970,R.T. Nagar,1200.0,3.0,140.0,3
8601,R.T. Nagar,1100.0,3.0,125.0,2
9969,R.T. Nagar,1150.0,2.0,72.0,2
11206,R.T. Nagar,1500.0,4.0,185.0,4
11324,R.T. Nagar,3600.0,8.0,165.0,9
11741,R.T. Nagar,1080.0,2.0,48.0,2
12220,R.T. Nagar,1325.0,2.0,52.0,2
12593,R.T. Nagar,1300.0,3.0,145.0,3
12970,R.T. Nagar,1100.0,2.0,85.0,2
13232,R.T. Nagar,1667.0,3.0,130.0,3
982,Rachenahalli,1050.0,2.0,52.07,2
1049,Rachenahalli,1050.0,2.0,55.5,2
1473,Rachenahalli,1050.0,2.0,53.5,2
2460,Rachenahalli,1220.0,2.0,59.5,2
2728,Rachenahalli,1050.0,2.0,52.5,2
3906,Rachenahalli,1050.0,2.0,52.1,2
4131,Rachenahalli,1050.0,2.0,53.5,2
4479,Rachenahalli,1113.0,2.0,55.0,2
4485,Rachenahalli,3657.0,5.0,220.0,4
5179,Rachenahalli,680.0,1.0,32.64,1
5402,Rachenahalli,1050.0,2.0,52.5,2
6255,Rachenahalli,690.0,1.0,39.8,1
6673,Rachenahalli,1200.0,2.0,50.0,2
6798,Rachenahalli,1050.0,2.0,47.25,2
7246,Rachenahalli,1050.0,2.0,55.5,2
8110,Rachenahalli,985.0,2.0,49.97,2
8235,Rachenahalli,1050.0,2.0,52.5,2
8504,Rachenahalli,1050.0,2.0,52.08,2
8658,Rachenahalli,1050.0,2.0,52.07,2
9425,Rachenahalli,1050.0,2.0,52.08,2
9473,Rachenahalli,985.0,2.0,49.97,2
9580,Rachenahalli,1856.0,3.0,106.0,3
10234,Rachenahalli,1050.0,2.0,52.5,2
10563,Rachenahalli,985.0,2.0,50.17,2
11728,Rachenahalli,2600.0,3.0,160.0,3
12784,Rachenahalli,985.0,2.0,50.17,2
13310,Rachenahalli,1050.0,2.0,52.71,2
262,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
390,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
433,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
450,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
607,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
616,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
659,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
667,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
873,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
957,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
1000,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
1209,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
1254,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
1329,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
1386,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
1401,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
1525,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
1555,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
1653,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
1844,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
2319,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
2345,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
2412,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
2444,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
2529,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
2626,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
2696,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
2710,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
2869,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
2872,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
2880,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
3013,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
3025,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
3112,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
3189,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
3311,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
3529,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
3667,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
3956,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
4009,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
4177,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
4209,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
4311,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
4320,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
4573,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
4637,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
4711,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
4736,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
4749,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
4809,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
4824,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
4913,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
4924,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
4997,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5125,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
5233,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
5466,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5489,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5580,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5734,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5804,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5862,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5971,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5978,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
6063,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
6109,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
6119,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
6165,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
6353,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
6475,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
6554,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
6833,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
6837,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
7057,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
7182,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
7204,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
7352,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
7562,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
7672,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
7694,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
7804,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
7844,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
8050,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
8080,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
8139,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
8204,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
8209,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
8454,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
8510,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
8554,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
8626,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
8651,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
8772,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
8852,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
8874,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
8888,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
8970,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
9025,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
9036,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
9108,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
9134,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
9159,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
9176,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
9357,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
9583,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
9658,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
9662,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
9707,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
9780,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
10006,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
10187,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
10334,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
10366,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
10393,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
10568,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
10817,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
10824,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
10845,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
11594,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
11721,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
11830,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
11962,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
12168,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
12179,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
12356,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
12397,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
12631,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
12636,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
12749,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
12797,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
12857,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
13137,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
13149,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
13165,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
13206,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
13226,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
13227,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
13273,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
13304,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
13317,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
107,Rajaji Nagar,1640.0,3.0,229.0,3
324,Rajaji Nagar,2390.0,3.0,415.0,3
407,Rajaji Nagar,2390.0,3.0,410.0,3
1569,Rajaji Nagar,3516.0,4.0,540.0,4
1931,Rajaji Nagar,1640.0,3.0,223.0,3
2314,Rajaji Nagar,1800.0,4.0,324.0,6
2428,Rajaji Nagar,3526.0,4.0,558.0,4
3062,Rajaji Nagar,1800.0,3.0,260.0,3
3100,Rajaji Nagar,1640.0,3.0,241.0,3
3118,Rajaji Nagar,1370.0,2.0,170.0,2
3231,Rajaji Nagar,2409.0,3.0,360.0,3
3806,Rajaji Nagar,1718.0,3.0,288.0,2
3881,Rajaji Nagar,2386.0,3.0,334.0,3
4034,Rajaji Nagar,3436.0,6.0,500.0,4
4114,Rajaji Nagar,1200.0,2.0,150.0,2
4124,Rajaji Nagar,1160.0,1.0,163.0,2
5034,Rajaji Nagar,660.0,1.0,75.0,1
5313,Rajaji Nagar,1440.0,2.0,170.0,2
5367,Rajaji Nagar,2448.0,3.0,400.0,3
5595,Rajaji Nagar,1440.0,2.0,185.0,2
5799,Rajaji Nagar,1640.0,3.0,230.0,3
6054,Rajaji Nagar,1800.0,2.0,250.0,3
6055,Rajaji Nagar,3100.0,4.0,550.0,4
6097,Rajaji Nagar,3526.0,4.0,598.0,4
6345,Rajaji Nagar,1357.0,2.0,130.0,2
6453,Rajaji Nagar,2300.0,3.0,369.0,3
6695,Rajaji Nagar,2500.0,3.0,350.0,3
7114,Rajaji Nagar,2559.0,3.0,403.0,3
7675,Rajaji Nagar,1763.0,3.0,262.0,2
8475,Rajaji Nagar,2533.0,3.0,425.0,3
9089,Rajaji Nagar,1268.0,2.0,127.0,2
9124,Rajaji Nagar,1640.0,3.0,262.0,3
9193,Rajaji Nagar,1200.0,1.0,200.0,2
9305,Rajaji Nagar,2367.0,3.0,375.0,3
9459,Rajaji Nagar,2440.0,2.0,415.0,4
9729,Rajaji Nagar,1640.0,3.0,251.0,3
10072,Rajaji Nagar,1640.0,3.0,268.0,3
10665,Rajaji Nagar,2367.0,4.0,340.0,3
10910,Rajaji Nagar,3600.0,5.0,510.0,5
11031,Rajaji Nagar,1350.0,4.0,230.0,4
11343,Rajaji Nagar,2400.0,5.0,408.0,5
11398,Rajaji Nagar,2500.0,3.0,340.0,3
11417,Rajaji Nagar,2390.0,3.0,372.0,3
11692,Rajaji Nagar,2415.0,3.0,399.0,3
12434,Rajaji Nagar,1718.0,3.0,275.0,2
12481,Rajaji Nagar,1763.0,3.0,240.0,2
12618,Rajaji Nagar,2409.0,3.0,395.0,3
12824,Rajaji Nagar,1314.0,2.0,225.0,2
12847,Rajaji Nagar,1440.0,2.0,165.0,2
13013,Rajaji Nagar,1640.0,3.0,245.0,3
1602,Rajiv Nagar,1690.0,3.0,125.0,3
2712,Rajiv Nagar,1263.0,2.0,93.32,2
3607,Rajiv Nagar,2340.0,4.0,148.0,4
4600,Rajiv Nagar,2340.0,5.0,129.0,4
6021,Rajiv Nagar,1330.0,2.0,93.0,2
6997,Rajiv Nagar,2340.0,5.0,129.0,4
8328,Rajiv Nagar,1309.0,2.0,80.0,2
8339,Rajiv Nagar,2340.0,4.0,145.0,4
9796,Rajiv Nagar,2330.0,5.0,175.0,4
12682,Rajiv Nagar,2340.0,5.0,160.0,4
28,Ramagondanahalli,1151.0,2.0,48.77,2
530,Ramagondanahalli,1251.0,2.0,47.0,2
735,Ramagondanahalli,1235.0,2.0,52.04,2
1517,Ramagondanahalli,1610.0,2.0,111.0,3
1697,Ramagondanahalli,540.0,1.0,30.0,1
2155,Ramagondanahalli,1235.0,2.0,46.8,2
2631,Ramagondanahalli,1215.0,2.0,51.26,2
2706,Ramagondanahalli,2257.0,4.0,157.0,3
3059,Ramagondanahalli,1251.0,2.0,47.4,2
3256,Ramagondanahalli,1610.0,2.0,115.0,3
